:RUN-1	LEVEL SWEEP	TEMP:NaN	6/12/2023	4:43 PM	HR:0.84:SW EAR: R	SW FREQ: 8.00	# AVERAGES: 512	REP RATE (/sec): 30	DRIVER: 	SAMPLE (µsec): 40:Threshold: 53.9:NOTES-:CHAMBER-:Avgs: 512;512;512;512;512;512;512
:Tries: 1170;1234;1195;1191;1170;1190;1182
:CFTS Version: V2.31.1 (R2280):LEVELS:20;30;40;50;60;70;80;:DATA -0.002034	  0.038281	 -0.024734	  0.085999	  0.141623	 -0.224949	 -0.617168
  0.032736	  0.054454	 -0.030867	  0.092151	  0.047617	 -0.255812	 -0.613202
  0.027889	  0.035915	 -0.015516	  0.016231	 -0.017737	 -0.309708	 -0.713805
 -0.007150	  0.015281	 -0.046615	  0.007361	 -0.030563	 -0.305363	 -0.628163
 -0.084129	  0.027343	 -0.005068	  0.045577	 -0.114187	 -0.283104	 -0.524308
 -0.072987	  0.013766	  0.004308	  0.010347	 -0.152749	 -0.300722	 -0.555390
 -0.048864	  0.001939	  0.032658	  0.098547	 -0.184457	 -0.291637	 -0.393271
 -0.022774	 -0.010690	 -0.009053	  0.114253	 -0.146314	 -0.227739	 -0.212838
  0.026971	 -0.023195	 -0.019466	  0.000072	 -0.128671	 -0.229632	 -0.188954
  0.020420	 -0.045372	 -0.032999	  0.017007	 -0.155554	 -0.084645	  0.030079
  0.020075	 -0.014727	  0.015661	 -0.002296	 -0.085654	  0.021857	  0.216626
  0.033113	  0.034849	 -0.042960	 -0.032948	 -0.017508	  0.058866	  0.150390
  0.048254	  0.051486	 -0.036108	  0.019160	  0.024817	  0.171090	  0.256505
  0.023632	  0.051766	  0.014793	 -0.038970	  0.025001	  0.241310	  0.477613
 -0.001398	  0.022212	  0.011467	 -0.071070	  0.043279	  0.209315	  0.472521
 -0.035339	 -0.043038	  0.049881	 -0.045586	  0.085883	  0.221404	  0.528838
  0.036509	 -0.088143	  0.037780	 -0.059947	  0.119309	  0.309320	  0.653247
  0.013195	 -0.068694	  0.055395	 -0.098134	  0.133800	  0.369124	  0.552947
 -0.031675	 -0.038321	  0.012656	 -0.071950	  0.166859	  0.425865	  0.495724
  0.023557	 -0.015111	  0.028789	 -0.085806	  0.245208	  0.485164	  0.612608
  0.055999	 -0.010656	 -0.004526	 -0.023415	  0.250011	  0.469026	  0.458939
  0.040046	  0.019042	 -0.007347	  0.013745	  0.243379	  0.390664	  0.339484
  0.031892	  0.050415	  0.007703	 -0.000604	  0.272489	  0.412611	  0.359912
  0.025267	 -0.042166	  0.053909	  0.029595	  0.283712	  0.326092	  0.176682
 -0.000529	 -0.049002	  0.086250	 -0.032289	  0.282659	  0.188009	 -0.080122
  0.030998	  0.007682	  0.110379	 -0.022378	  0.273271	  0.146044	 -0.151078
  0.024607	  0.078009	  0.166536	  0.000147	  0.262919	  0.042231	 -0.252738
  0.023623	  0.047700	  0.112620	  0.018758	  0.294450	 -0.058843	 -0.441704
  0.013768	  0.025539	  0.080854	  0.039185	  0.310324	 -0.114719	 -0.365361
  0.045261	  0.023767	  0.115549	  0.028474	  0.266377	 -0.177115	 -0.362146
  0.053752	 -0.042883	  0.119995	 -0.002547	  0.235553	 -0.192877	 -0.503331
  0.064358	 -0.001475	  0.130333	 -0.003970	  0.251767	 -0.191026	 -0.420921
  0.022387	  0.025368	  0.126315	 -0.039976	  0.169036	 -0.187414	 -0.325717
  0.021395	 -0.039028	  0.104751	 -0.031545	  0.069370	 -0.242103	 -0.444525
  0.040109	  0.000627	  0.091641	  0.032658	  0.014468	 -0.188574	 -0.343610
  0.001701	 -0.017967	  0.101055	  0.033272	 -0.046762	 -0.143834	 -0.207858
 -0.007152	  0.001463	  0.118036	  0.004401	 -0.076386	 -0.164766	 -0.301566
 -0.016119	  0.001526	  0.131256	 -0.027476	 -0.065302	 -0.118418	 -0.304672
 -0.051759	  0.004485	  0.100051	 -0.046564	 -0.035194	 -0.091510	 -0.248883
 -0.038496	 -0.010651	  0.045983	 -0.046927	 -0.081646	 -0.129056	 -0.326891
 -0.071402	 -0.008891	  0.032291	 -0.060692	 -0.109066	 -0.143407	 -0.403208
 -0.056336	  0.015901	  0.033349	 -0.060759	 -0.064757	 -0.113063	 -0.338425
 -0.063777	  0.051765	  0.029562	 -0.082358	 -0.083201	 -0.104564	 -0.441126
 -0.106850	  0.020860	  0.007334	 -0.062566	 -0.069353	 -0.139715	 -0.489308
 -0.136208	  0.047061	  0.052471	 -0.037305	 -0.047880	 -0.161009	 -0.396873
 -0.116828	  0.092730	  0.074608	 -0.043170	 -0.060716	 -0.196364	 -0.517144
 -0.085842	  0.068385	  0.065398	 -0.044981	 -0.061520	 -0.235145	 -0.574416
 -0.045249	  0.046509	  0.060801	 -0.083320	 -0.074714	 -0.247179	 -0.406899
 -0.025166	  0.075055	  0.067427	 -0.078691	 -0.085320	 -0.301967	 -0.449182
 -0.029812	  0.067037	  0.076252	 -0.062586	 -0.080056	 -0.345145	 -0.496111
 -0.018097	  0.053304	  0.122335	 -0.036373	 -0.110189	 -0.334453	 -0.324082
 -0.018853	  0.051375	  0.064304	 -0.036458	 -0.124626	 -0.365962	 -0.362241
  0.040680	  0.063331	  0.076592	 -0.018491	 -0.141629	 -0.360833	 -0.427539
  0.023795	  0.036753	  0.118102	 -0.058954	 -0.148857	 -0.348572	 -0.303862
 -0.017985	  0.024918	  0.112761	 -0.052689	 -0.154365	 -0.355588	 -0.258322
 -0.016192	  0.039335	  0.133619	 -0.058063	 -0.148821	 -0.370551	 -0.240171
 -0.030360	  0.091983	  0.173119	 -0.078891	 -0.167588	 -0.276425	 -0.103962
 -0.020940	  0.102667	  0.172624	 -0.019123	 -0.191534	 -0.205998	 -0.079295
 -0.017252	  0.086030	  0.151470	 -0.017209	 -0.171267	 -0.178776	 -0.024109
 -0.016328	  0.077588	  0.173951	  0.006609	 -0.148371	 -0.174693	  0.068554
 -0.053106	  0.085360	  0.129365	  0.030571	 -0.143814	 -0.091297	  0.089252
 -0.042415	  0.091150	  0.113924	 -0.007753	 -0.126592	 -0.088902	  0.111148
 -0.048908	  0.057410	  0.206178	 -0.063494	 -0.058584	 -0.046612	  0.130417
 -0.028006	  0.027979	  0.201383	 -0.099213	  0.019393	  0.020737	  0.100851
 -0.073633	 -0.021370	  0.164439	 -0.070078	  0.034751	  0.078846	  0.118452
 -0.078031	 -0.018144	  0.155575	 -0.038792	  0.058448	  0.104076	  0.139500
 -0.078317	  0.067573	  0.159818	 -0.054520	  0.067299	  0.148448	  0.063351
